School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Arizona,34,25,9,0.735,18.79,7.23,12,6,17,1,5,5,2735,2342,1390,946,1970,0.48,221,580,0.381,622,863,0.721,394,1368,485,164,161,442,621,69.8,112.8,0.438,0.294,0.575,56.5,51.3,6.8,11.3,0.536,15.7,34.9,0.316,6.0,R64,SOUTH
Arizona State,32,15,17,0.469,8.28,8.96,5,13,11,6,3,9,2345,2367,1290,796,1919,0.415,254,757,0.336,499,726,0.687,394,1177,405,170,86,384,649,69.8,104.2,0.378,0.394,0.518,50.4,50.9,7.6,7.3,0.481,14.5,31.5,0.26,NA,NA,NA
Arkansas,32,16,16,0.5,10.23,6.76,9,9,13,4,3,8,2501,2390,1305,883,1992,0.443,216,544,0.397,519,748,0.694,374,1187,518,233,165,357,687,71.3,107.5,0.376,0.273,0.533,50.0,58.7,10.0,13.8,0.497,13.2,30.9,0.261,NA,NA,NA
Arkansas State,31,11,20,0.355,-7.48,-2.37,7,13,9,6,2,14,2282,2353,1260,770,1855,0.415,180,570,0.316,562,766,0.734,334,1243,381,157,136,398,613,72.7,99.7,0.413,0.307,0.514,49.7,49.5,6.9,10.9,0.464,15.2,28.1,0.303,NA,NA,NA
Arkansas-Pine Bluff,33,8,25,0.242,-19.31,-5.52,6,12,3,6,4,17,1867,2322,1325,674,1722,0.391,202,666,0.303,317,519,0.611,322,1004,317,235,123,516,723,65.3,86.3,0.301,0.387,0.474,44.6,47.0,10.9,10.8,0.45,20.8,27.7,0.184,NA,NA,NA
Army,33,19,14,0.576,-7.32,-8.13,9,9,7,8,11,6,2539,2474,1350,895,2084,0.429,294,877,0.335,455,656,0.694,408,1338,501,163,123,448,628,72.2,104.2,0.315,0.421,0.53,52.1,56.0,6.7,8.3,0.5,15.8,31.5,0.218,NA,NA,NA
Auburn,31,11,20,0.355,0.15,7.54,5,13,8,7,2,11,2192,2421,1245,724,1820,0.398,272,799,0.34,472,746,0.633,346,1134,352,166,126,428,658,72.5,97.1,0.41,0.439,0.504,47.2,48.6,7.4,10.4,0.473,16.4,27.9,0.259,NA,NA,NA
Austin Peay,36,18,18,0.5,-6.04,-2.98,7,9,7,7,7,9,2740,2765,1460,945,2049,0.461,223,645,0.346,627,936,0.67,422,1326,479,250,101,502,633,70.5,106.4,0.457,0.315,0.549,51.8,50.7,9.7,7.7,0.516,16.8,33.0,0.306,16.0,R64,SOUTH
Ball State,35,21,14,0.6,0.11,-2.98,10,8,13,6,6,8,2479,2338,1430,855,1919,0.446,305,818,0.373,464,670,0.693,330,1275,512,191,126,465,665,66.2,104.8,0.349,0.426,0.554,51.7,59.9,8.1,10.0,0.525,17.2,27.9,0.242,NA,NA,NA
Baylor,34,22,12,0.647,16.13,9.76,10,8,15,5,6,5,2621,2366,1375,933,2003,0.466,210,572,0.367,545,752,0.725,467,1267,603,269,135,432,660,67.6,112.8,0.375,0.286,0.555,55.6,64.6,11.6,11.2,0.518,15.5,40.1,0.272,5.0,R64,WEST
Belmont,32,20,12,0.625,1.19,-2.1,12,4,11,1,8,10,2638,2510,1285,914,1849,0.494,338,931,0.363,472,650,0.726,271,1105,544,145,81,450,639,72.8,112.8,0.352,0.504,0.611,49.3,59.5,6.2,6.3,0.586,17.3,26.1,0.255,NA,NA,NA
Bethune-Cookman,32,14,18,0.438,-14.35,-9.18,10,6,9,2,5,13,2258,2330,1295,799,1932,0.414,249,787,0.316,411,597,0.688,407,1186,371,197,191,415,601,68.2,102.3,0.309,0.407,0.51,48.5,46.4,8.9,15.3,0.478,15.8,32.9,0.213,NA,NA,NA
Binghamton,30,8,22,0.267,-14.08,-6.35,5,11,5,9,3,13,1827,2059,1205,629,1614,0.39,171,599,0.285,398,584,0.682,273,1023,333,161,68,419,558,67.4,90.0,0.362,0.371,0.483,48.0,52.9,7.9,6.4,0.443,18.1,25.2,0.247,NA,NA,NA
Boise State,32,20,12,0.625,7.23,3.13,11,7,14,2,5,7,2480,2246,1290,842,1859,0.453,261,788,0.331,535,755,0.709,315,1110,430,209,64,372,622,70.5,109.1,0.406,0.424,0.559,51.3,51.1,9.2,5.8,0.523,14.4,28.5,0.288,NA,NA,NA
Boston College,32,7,25,0.219,-1.61,7.67,0,18,6,11,0,10,1959,2256,1285,717,1751,0.409,231,713,0.324,294,452,0.65,243,993,410,181,93,431,579,67.0,91.0,0.258,0.407,0.498,45.8,57.2,8.4,8.1,0.475,18.0,21.8,0.168,NA,NA,NA
Boston University,34,19,15,0.559,-6.79,-6.37,11,7,9,6,10,9,2483,2464,1375,859,1893,0.454,272,748,0.364,493,688,0.717,311,1216,456,204,129,468,641,69.4,104.1,0.363,0.395,0.559,50.7,53.1,8.6,10.2,0.526,17.4,27.1,0.26,NA,NA,NA
Bowling Green State,34,16,18,0.471,-5.88,-1.85,5,13,7,8,7,8,2400,2457,1360,849,1913,0.444,203,563,0.361,499,761,0.656,345,1238,398,209,113,430,655,69.4,101.8,0.398,0.294,0.528,50.6,46.9,8.9,9.2,0.497,15.9,28.7,0.261,NA,NA,NA
Bradley,32,5,27,0.156,-10.91,3.7,3,15,4,11,1,12,1793,2238,1290,606,1596,0.38,165,590,0.28,416,628,0.662,276,1083,292,142,87,548,744,67.3,82.7,0.393,0.37,0.473,49.1,48.2,6.5,7.7,0.431,22.4,24.9,0.261,NA,NA,NA
Brigham Young,37,26,11,0.703,12.36,2.36,13,5,17,2,6,6,3093,2692,1485,1096,2369,0.463,330,863,0.382,571,827,0.69,441,1514,611,256,161,434,690,74.0,112.6,0.349,0.364,0.56,53.0,55.7,9.3,11.5,0.532,13.6,31.0,0.241,NA,NA,NA
Brown,28,8,20,0.286,-8.05,-2.82,3,11,7,6,1,13,2040,2155,1140,697,1625,0.429,225,639,0.352,421,600,0.702,272,1019,414,150,114,376,543,70.5,101.5,0.369,0.393,0.534,48.3,59.4,7.5,10.2,0.498,16.4,26.5,0.259,NA,NA,NA
Bryant,31,8,23,0.258,-18.58,-6.71,5,13,4,10,4,13,2018,2361,1250,755,1798,0.42,198,615,0.322,310,482,0.643,300,1048,415,176,83,420,591,68.4,94.4,0.268,0.342,0.498,46.3,55.0,8.2,7.4,0.475,17.2,26.3,0.172,NA,NA,NA
Bucknell,31,17,14,0.548,-2.09,-5.89,14,4,8,7,9,7,2448,2288,1265,831,1788,0.465,233,639,0.365,553,774,0.714,317,1137,489,204,100,423,657,71.5,108.2,0.433,0.357,0.568,51.6,58.8,9.0,8.5,0.53,16.4,29.8,0.309,NA,NA,NA
Buffalo,35,20,15,0.571,1.34,0.9,10,8,10,5,5,9,2709,2634,1410,915,2096,0.437,263,776,0.339,616,867,0.71,425,1363,441,240,124,475,748,72.6,105.9,0.414,0.37,0.54,51.7,48.2,9.4,9.2,0.499,15.9,32.2,0.294,14.0,R64,SOUTH
Butler,33,22,11,0.667,16.46,7.55,10,8,13,3,5,5,2638,2344,1325,918,1969,0.466,236,601,0.393,566,774,0.731,366,1188,468,227,107,335,646,69.8,114.1,0.393,0.305,0.564,52.3,51.0,9.8,8.9,0.526,12.5,32.1,0.287,9.0,R32,MIDWEST
Cal Poly,30,10,20,0.333,-3.49,0.9,4,12,5,7,3,12,2171,2255,1220,755,1812,0.417,238,681,0.349,423,626,0.676,351,1095,425,163,96,308,602,67.8,104.9,0.345,0.376,0.515,49.8,56.3,7.9,8.2,0.482,12.7,30.1,0.233,NA,NA,NA
Cal State Bakersfield,33,24,9,0.727,2.58,-5.15,11,3,14,1,7,7,2405,2104,1330,875,1939,0.451,179,524,0.342,476,726,0.656,414,1263,516,263,165,405,707,68.4,105.8,0.374,0.27,0.527,52.8,59.0,11.6,14.2,0.497,15.1,34.6,0.245,15.0,R64,WEST
Cal State Fullerton,30,10,20,0.333,-7.12,-0.76,3,13,5,8,5,9,2104,2227,1205,698,1703,0.41,193,582,0.332,515,743,0.693,335,1116,304,147,48,393,610,70.0,99.8,0.436,0.342,0.512,50.5,43.6,7.0,4.5,0.467,16.0,29.8,0.302,NA,NA,NA
Cal State Northridge,30,10,20,0.333,-6.85,-0.85,5,11,5,7,4,12,2143,2261,1225,745,1723,0.432,126,425,0.296,527,735,0.717,303,1086,423,203,96,420,604,71.4,98.1,0.427,0.247,0.517,48.6,56.8,9.3,7.9,0.469,16.9,27.4,0.306,NA,NA,NA
California,34,23,11,0.676,15.39,7.87,12,6,18,0,4,7,2545,2289,1375,890,1931,0.461,236,651,0.363,529,806,0.656,386,1349,430,139,159,419,706,68.2,108.5,0.417,0.337,0.55,54.5,48.3,5.9,10.9,0.522,15.3,32.6,0.274,4.0,R64,SOUTH
Campbell,30,12,18,0.4,-11.07,-6.67,5,13,7,9,5,8,2207,2203,1205,744,1671,0.445,224,675,0.332,495,690,0.717,242,967,345,214,72,353,582,70.0,104.7,0.413,0.404,0.552,46.6,46.4,10.2,6.2,0.512,15.0,23.3,0.296,NA,NA,NA
Canisius,33,14,19,0.424,-5.62,-3.77,8,12,7,7,4,11,2526,2587,1355,845,2014,0.42,285,836,0.341,551,744,0.741,393,1116,466,199,88,370,640,68.9,108.3,0.369,0.415,0.533,47.6,55.1,8.5,7.6,0.49,13.5,31.0,0.274,NA,NA,NA
Central Arkansas,28,7,21,0.25,-15.17,-6.81,6,12,4,6,2,14,2110,2344,1120,734,1656,0.443,185,497,0.372,457,694,0.659,331,1044,370,152,104,407,575,73.7,102.2,0.419,0.3,0.531,50.4,50.4,7.4,9.4,0.499,17.0,31.3,0.276,NA,NA,NA
Central Connecticut State,29,4,25,0.138,-22.35,-9.24,3,15,3,11,1,14,1888,2268,1175,682,1704,0.4,164,480,0.342,360,530,0.679,335,1046,341,127,107,402,505,68.9,93.3,0.311,0.282,0.483,48.8,50.0,6.3,9.0,0.448,17.1,29.9,0.211,NA,NA,NA
Central Florida,30,12,18,0.4,0.18,3.01,6,12,8,8,4,9,2062,2147,1210,715,1663,0.43,207,650,0.318,425,619,0.687,329,1166,379,137,139,440,467,68.3,99.8,0.372,0.391,0.527,51.7,53.0,6.6,11.1,0.492,18.4,31.3,0.256,NA,NA,NA
Central Michigan,33,17,16,0.515,-0.67,-1.3,10,8,13,4,4,8,2495,2401,1325,867,1964,0.441,324,917,0.353,437,608,0.719,325,1152,441,155,90,303,608,67.4,111.8,0.31,0.467,0.554,48.3,50.9,6.9,7.1,0.524,11.9,27.3,0.223,NA,NA,NA
Charleston Southern,30,9,21,0.3,-10.92,-2.59,5,13,6,8,3,12,2146,2253,1210,774,1808,0.428,280,810,0.346,318,512,0.621,308,1053,379,153,63,378,576,70.0,101.4,0.283,0.448,0.523,48.9,49.0,7.2,6.0,0.506,15.6,27.0,0.176,NA,NA,NA
Charlotte,33,14,19,0.424,-3.14,-1.72,9,9,8,7,5,8,2584,2631,1340,920,2066,0.445,266,696,0.382,478,685,0.698,374,1196,481,204,73,396,588,72.1,107.0,0.332,0.337,0.54,49.9,52.3,8.5,5.5,0.51,14.2,29.7,0.231,NA,NA,NA
Chattanooga,35,29,6,0.829,3.24,-3.46,15,3,13,1,10,4,2652,2364,1410,897,1963,0.457,262,729,0.359,596,811,0.735,381,1241,504,272,165,437,596,68.1,110.5,0.413,0.371,0.565,52.3,56.2,11.3,13.1,0.524,15.7,32.6,0.304,12.0,R64,EAST
Chicago State,32,4,28,0.125,-17.52,-1.38,0,14,4,9,0,15,2140,2478,1280,764,1995,0.383,228,750,0.304,384,573,0.67,414,1172,375,246,98,458,697,72.0,92.8,0.287,0.376,0.472,47.7,49.1,10.7,9.3,0.44,16.8,31.0,0.192,NA,NA,NA
Cincinnati,33,22,11,0.667,15.19,5.25,12,6,14,3,6,6,2418,2090,1355,851,1980,0.43,252,725,0.348,464,658,0.705,441,1291,508,257,192,363,513,65.5,108.9,0.332,0.366,0.527,53.2,59.7,11.6,15.5,0.493,13.7,36.6,0.234,9.0,R64,WEST
Clemson,31,17,14,0.548,12.03,6.87,10,8,13,4,3,8,2159,1999,1250,753,1725,0.437,238,678,0.351,415,574,0.723,320,1076,411,179,162,315,511,63.7,108.4,0.333,0.393,0.54,50.4,54.6,9.0,14.2,0.506,13.6,30.4,0.241,NA,NA,NA
Cleveland State,32,9,23,0.281,-9.17,0.09,4,14,5,9,3,10,1947,2169,1285,704,1746,0.403,174,537,0.324,365,538,0.678,338,1061,327,196,87,459,670,65.9,91.9,0.308,0.308,0.486,48.6,46.4,9.3,8.1,0.453,18.7,30.1,0.209,NA,NA,NA
Coastal Carolina,33,21,12,0.636,-1.85,-4.22,12,6,14,4,7,5,2410,2196,1325,854,1909,0.447,244,716,0.341,458,689,0.665,377,1299,396,195,113,406,568,68.3,106.6,0.361,0.375,0.539,52.4,46.4,8.6,9.7,0.511,15.4,31.6,0.24,NA,NA,NA
Colgate,30,13,17,0.433,-8.61,-6.06,9,9,8,4,5,13,2093,2145,1220,747,1673,0.447,267,718,0.372,332,488,0.68,280,951,398,184,72,365,583,65.4,104.9,0.292,0.429,0.549,47.7,53.3,9.2,7.2,0.526,16.1,27.4,0.198,NA,NA,NA
College of Charleston,31,17,14,0.548,2.37,0.04,8,10,10,5,6,8,2028,1921,1250,722,1718,0.42,206,595,0.346,378,567,0.667,335,1090,361,222,75,393,620,65.2,99.6,0.33,0.346,0.51,50.8,50.0,10.9,7.4,0.48,16.5,30.0,0.22,NA,NA,NA
Colorado,34,22,12,0.647,12.04,7.64,10,8,16,1,4,7,2576,2407,1370,865,2029,0.426,252,647,0.389,594,808,0.735,446,1434,461,177,167,454,638,70.8,106.3,0.398,0.319,0.534,55.7,53.3,7.3,11.6,0.488,15.8,35.3,0.293,8.0,R64,SOUTH
Colorado State,34,18,16,0.529,2.31,1.53,8,10,12,5,3,8,2700,2626,1400,878,2067,0.425,326,896,0.364,618,861,0.718,442,1359,455,131,77,395,657,69.3,111.3,0.417,0.433,0.545,53.6,51.8,5.4,6.2,0.504,13.8,33.7,0.299,NA,NA,NA
Columbia,35,25,10,0.714,3.45,-2.55,10,4,18,4,7,6,2670,2399,1415,899,1986,0.453,336,893,0.376,536,745,0.719,366,1240,518,220,121,379,649,66.7,113.1,0.375,0.45,0.571,51.8,57.6,9.3,10.3,0.537,13.9,30.2,0.27,NA,NA,NA
Connecticut,36,25,11,0.694,15.89,6.28,11,7,14,3,6,4,2631,2285,1460,944,2078,0.454,255,699,0.365,488,615,0.793,338,1300,489,210,182,385,657,66.1,109.0,0.296,0.336,0.555,51.1,51.8,8.7,14.0,0.516,14.0,28.5,0.235,9.0,R32,SOUTH
Coppin State,31,9,22,0.29,-15.75,-6.06,6,10,5,7,3,14,2240,2497,1280,741,1933,0.383,238,715,0.333,520,737,0.706,406,1144,348,174,91,408,666,71.4,98.1,0.381,0.37,0.491,47.1,47.0,7.6,7.2,0.445,15.2,31.5,0.269,NA,NA,NA
Cornell,28,10,18,0.357,-9.55,-1.04,3,11,5,8,5,10,1992,2193,1130,703,1674,0.42,233,682,0.342,353,542,0.651,244,910,302,217,107,372,563,72.7,97.0,0.324,0.407,0.516,43.2,43.0,10.6,9.6,0.49,16.1,22.8,0.211,NA,NA,NA
Creighton,35,20,15,0.571,13.69,6.44,9,9,14,5,4,9,2787,2533,1400,979,2081,0.47,283,804,0.352,546,780,0.7,334,1299,537,211,108,406,661,72.1,110.5,0.375,0.386,0.568,51.4,54.9,8.4,7.8,0.538,14.2,27.3,0.262,NA,NA,NA
Dartmouth,28,10,18,0.357,-5.58,-3.29,4,10,8,6,2,12,1992,1989,1130,700,1606,0.436,156,458,0.341,436,603,0.723,335,1005,367,192,48,401,569,69.1,102.0,0.375,0.285,0.526,51.8,52.4,9.8,5.4,0.484,17.5,33.6,0.271,NA,NA,NA
Davidson,33,20,13,0.606,5.74,5.14,10,8,15,1,3,10,2608,2576,1325,894,2022,0.442,317,892,0.355,503,661,0.761,312,1154,497,154,102,335,567,71.2,110.6,0.327,0.441,0.558,47.1,55.6,6.5,7.7,0.521,12.5,25.3,0.249,NA,NA,NA
Dayton,33,25,8,0.758,11.34,4.76,14,4,14,3,8,2,2393,2176,1335,836,1836,0.455,221,643,0.344,500,749,0.668,327,1265,480,196,145,427,626,68.6,104.5,0.408,0.35,0.546,53.2,57.4,8.6,12.2,0.516,16.3,28.7,0.272,7.0,R64,MIDWEST
Delaware,30,7,23,0.233,-8.62,0.85,2,16,5,7,2,15,1986,2270,1205,669,1663,0.402,168,517,0.325,480,701,0.685,330,1132,319,108,87,360,535,67.4,97.8,0.422,0.311,0.498,50.7,47.7,5.3,9.2,0.453,15.3,29.5,0.289,NA,NA,NA
Delaware State,32,7,25,0.219,-20.88,-6.85,5,11,6,7,1,17,1980,2336,1290,710,1815,0.391,230,698,0.33,330,536,0.616,340,1064,367,173,93,446,635,67.3,91.3,0.295,0.385,0.478,44.8,51.7,8.0,8.8,0.455,17.7,28.0,0.182,NA,NA,NA
Denver,31,16,15,0.516,-3.34,-3.24,7,9,8,7,6,6,2021,2024,1240,689,1449,0.476,235,613,0.383,408,530,0.77,168,781,443,198,71,404,593,62.7,104.0,0.366,0.423,0.594,45.2,64.3,10.2,7.4,0.557,19.2,20.1,0.282,NA,NA,NA
DePaul,31,9,22,0.29,0.83,8.34,3,15,5,9,3,10,2092,2325,1245,752,1691,0.445,168,490,0.343,420,618,0.68,317,1059,366,150,95,458,687,68.4,98.2,0.365,0.29,0.527,50.6,48.7,7.0,9.2,0.494,18.8,30.7,0.248,NA,NA,NA
Detroit Mercy,31,16,15,0.516,-2.44,-0.82,9,9,11,4,4,10,2595,2567,1245,898,1929,0.466,244,651,0.375,555,795,0.698,373,1169,409,213,133,422,706,75.7,110.1,0.412,0.337,0.563,51.4,45.5,9.0,11.2,0.529,15.5,32.4,0.288,NA,NA,NA
Drake,31,7,24,0.226,-5.15,0.92,2,16,5,9,0,12,2093,2230,1255,736,1639,0.449,215,559,0.385,406,562,0.722,253,1043,378,116,65,421,559,66.0,101.1,0.343,0.341,0.549,50.3,51.4,5.6,5.4,0.515,18.1,25.6,0.248,NA,NA,NA
Drexel,31,6,25,0.194,-5.42,1.88,3,15,3,9,2,12,1958,2183,1245,677,1721,0.393,170,517,0.329,434,634,0.685,324,1022,384,141,108,345,676,65.6,95.9,0.368,0.3,0.484,48.0,56.7,6.9,10.0,0.443,14.6,28.3,0.252,NA,NA,NA
Duke,36,25,11,0.694,19.23,10.59,11,7,15,3,5,4,2920,2609,1450,983,2136,0.46,328,851,0.385,626,866,0.723,426,1296,478,226,154,354,603,68.4,117.7,0.405,0.398,0.573,49.5,48.6,9.1,9.8,0.537,12.2,33.0,0.293,4.0,S16,WEST
Duquesne,34,17,17,0.5,1.41,1.35,6,12,10,6,4,8,2704,2677,1370,950,2056,0.462,322,883,0.365,482,698,0.691,347,1332,531,159,128,473,689,73.6,107.3,0.339,0.429,0.566,51.1,55.9,6.3,9.7,0.54,16.5,28.1,0.234,NA,NA,NA
East Carolina,32,12,20,0.375,-0.38,3.22,4,14,8,8,3,10,2186,2301,1305,761,1790,0.425,232,683,0.34,432,620,0.697,320,1093,486,183,64,424,536,67.0,100.0,0.346,0.382,0.524,48.5,63.9,8.4,5.5,0.49,16.9,28.8,0.241,NA,NA,NA
East Tennessee State,36,24,12,0.667,-1.49,-2.29,14,4,13,2,8,8,2813,2687,1455,984,2135,0.461,295,779,0.379,550,774,0.711,376,1300,447,240,136,462,724,71.0,108.9,0.363,0.365,0.562,49.9,45.4,9.3,10.3,0.53,15.6,29.1,0.258,NA,NA,NA
Eastern Illinois,30,13,17,0.433,-8.35,-3.52,9,7,9,5,4,9,2145,2213,1220,764,1737,0.44,232,664,0.349,385,587,0.656,299,1002,417,177,68,364,583,68.3,103.0,0.338,0.382,0.532,46.3,54.6,8.5,6.3,0.507,15.3,27.3,0.222,NA,NA,NA
Eastern Kentucky,31,15,16,0.484,-3.53,-3.86,6,10,10,6,5,10,2497,2453,1240,864,1760,0.491,258,653,0.395,511,700,0.73,274,1004,495,218,95,457,665,73.4,109.8,0.398,0.371,0.597,47.7,57.3,9.6,8.3,0.564,17.9,27.2,0.29,NA,NA,NA
Eastern Michigan,33,18,15,0.545,-0.14,1.24,9,9,14,3,4,11,2553,2460,1330,875,1961,0.446,187,602,0.311,616,854,0.721,387,1194,379,312,122,425,674,72.5,106.0,0.435,0.307,0.539,48.6,43.3,13.0,10.5,0.494,15.2,32.0,0.314,NA,NA,NA
Eastern Washington,34,18,16,0.529,-4.47,-6.03,10,8,11,2,5,12,2769,2617,1360,961,1989,0.483,356,924,0.385,491,719,0.683,319,1133,449,202,129,381,658,70.4,115.8,0.361,0.465,0.594,49.4,46.7,8.4,9.0,0.573,14.1,27.5,0.247,NA,NA,NA
Elon,32,16,16,0.5,-0.67,0.66,7,11,8,8,8,7,2429,2413,1285,865,1942,0.445,303,885,0.342,396,599,0.661,335,1185,488,176,72,411,607,71.7,105.5,0.308,0.456,0.545,49.3,56.4,7.6,5.2,0.523,15.6,28.0,0.204,NA,NA,NA
Evansville,34,25,9,0.735,8.1,-0.39,12,6,13,3,8,4,2526,2221,1370,879,1795,0.49,158,448,0.353,610,843,0.724,260,1202,595,178,147,426,601,68.9,107.0,0.47,0.25,0.575,52.2,67.7,7.5,11.1,0.534,16.3,24.8,0.34,NA,NA,NA
Fairfield,33,19,14,0.576,-3.84,-3.14,12,8,11,5,7,7,2522,2545,1345,875,1991,0.439,293,827,0.354,479,650,0.737,298,1146,503,213,135,427,633,72.2,103.8,0.326,0.415,0.548,46.1,57.5,8.8,10.2,0.513,15.7,24.8,0.241,NA,NA,NA
Fairleigh Dickinson,33,18,15,0.545,-10.9,-8.31,11,7,9,6,9,8,2558,2600,1335,929,2029,0.458,238,657,0.362,462,663,0.697,348,1108,472,250,87,423,720,72.4,105.8,0.327,0.324,0.546,46.3,50.8,10.3,7.2,0.517,15.3,28.6,0.228,16.0,R68,EAST
Florida,36,21,15,0.583,14.69,9.19,9,9,12,4,6,9,2677,2479,1445,930,2186,0.425,258,810,0.319,559,863,0.648,470,1436,480,235,152,405,700,70.1,105.7,0.395,0.371,0.516,51.3,51.6,9.3,10.6,0.484,13.5,32.9,0.256,NA,NA,NA
Florida A&M,29,8,21,0.276,-21.74,-10.67,4,12,6,6,1,14,1863,2128,1190,644,1606,0.401,168,555,0.303,407,691,0.589,293,1010,319,192,65,466,566,70.8,88.4,0.43,0.346,0.482,46.9,49.5,9.1,5.9,0.453,19.4,26.3,0.253,NA,NA,NA
Florida Atlantic,33,8,25,0.242,-10.3,-1.72,5,13,5,7,2,14,2189,2445,1325,752,1847,0.407,229,678,0.338,456,624,0.731,282,1071,385,175,140,402,631,68.5,96.5,0.338,0.367,0.511,45.6,51.2,7.7,9.7,0.469,15.8,23.7,0.247,NA,NA,NA
Florida Gulf Coast,35,21,14,0.6,-0.79,-3.82,8,6,16,4,4,8,2703,2473,1435,1008,2106,0.479,186,527,0.353,501,778,0.644,417,1422,483,230,141,438,674,69.7,108.1,0.369,0.25,0.546,53.5,47.9,9.2,10.3,0.523,15.0,32.9,0.238,16.0,R64,EAST
Florida International,32,13,19,0.406,-5.25,-4.81,7,11,7,9,5,8,2277,2242,1300,834,1779,0.469,181,499,0.363,428,645,0.664,328,1196,391,162,148,414,598,66.8,104.9,0.363,0.28,0.546,51.8,46.9,7.5,12.6,0.52,16.6,30.6,0.241,NA,NA,NA
Florida State,34,20,14,0.588,12.16,8.16,8,10,11,4,4,8,2652,2516,1365,948,2042,0.464,220,645,0.341,536,771,0.695,389,1257,453,243,139,441,656,71.8,108.2,0.378,0.316,0.551,52.4,47.8,9.9,11.1,0.518,15.5,32.8,0.262,NA,NA,NA
Fordham,31,17,14,0.548,1.87,-0.09,8,10,14,5,3,7,2206,2128,1255,782,1744,0.448,243,702,0.346,399,586,0.681,320,1060,488,263,121,438,610,68.3,102.9,0.336,0.403,0.545,51.3,62.4,12.3,12.3,0.518,17.8,30.2,0.229,NA,NA,NA
